geoid,name,B02001001,"B02001001, Error",B02001002,"B02001002, Error",B02001003,"B02001003, Error",B02001004,"B02001004, Error",B02001005,"B02001005, Error",B02001006,"B02001006, Error",B02001007,"B02001007, Error",B02001008,"B02001008, Error",B02001009,"B02001009, Error",B02001010,"B02001010, Error"
86000US10032,"10032",60480,3073,13028,1650,10197,1206,505,309,2810,808,45,65,25988,3050,7907,1415,5844,1336,2063,603
86000US10033,"10033",58711,3457,19188,1767,4198,834,1490,1214,2005,655,0,31,20959,2948,10871,1878,7996,1621,2875,1073
86000US10034,"10034",41570,2951,12964,1303,5103,1041,699,437,1495,625,26,41,15236,2360,6047,1561,3896,1189,2151,954
86000US10035,"10035",38595,2256,7733,1150,15568,1254,607,386,1295,356,39,60,9034,1299,4319,1073,3056,1031,1263,381
86000US10036,"10036",30930,1895,18023,1498,2309,539,40,42,4943,771,45,71,2008,894,3562,891,1884,614,1678,580
86000US10037,"10037",19138,1400,2544,640,12593,1193,78,87,731,385,0,21,1352,384,1840,861,789,494,1051,731
86000US10038,"10038",23343,2133,10786,1553,2528,955,45,42,6765,925,39,60,1140,692,2040,530,713,302,1327,465
86000US10039,"10039",29887,2584,3264,777,17156,1680,135,155,567,252,0,25,4181,948,4584,1929,3482,1762,1102,425
86000US10040,"10040",43653,2844,12288,1159,2758,716,556,384,835,235,5,11,21259,3134,5952,1250,3854,1078,2098,692
86000US10044,"10044",11846,1050,5356,803,1600,495,0,21,3421,799,0,21,716,328,753,230,385,195,368,165
86000US10065,"10065",30859,2192,23837,1884,785,328,14,22,4226,923,0,28,252,139,1745,645,942,543,803,312
86000US10069,"10069",6259,1534,2793,789,207,193,0,19,2075,849,0,19,930,1188,254,240,177,226,77,72
86000US10075,"10075",23920,2238,20118,2163,538,460,264,303,1743,680,74,121,126,117,1057,509,350,163,707,493
86000US10103,"10103",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10110,"10110",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10111,"10111",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10112,"10112",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10115,"10115",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10119,"10119",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10128,"10128",56695,3081,41225,2382,3032,1246,35,35,5151,846,15,25,2505,927,4732,1472,3074,1296,1658,534
86000US10152,"10152",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10153,"10153",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10154,"10154",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10162,"10162",1523,724,1412,693,9,20,0,13,44,75,0,13,8,17,50,113,10,20,40,110
86000US10165,"10165",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10167,"10167",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10168,"10168",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10169,"10169",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10170,"10170",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10171,"10171",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10172,"10172",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10173,"10173",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10174,"10174",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10177,"10177",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10199,"10199",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10271,"10271",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10278,"10278",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10279,"10279",161,159,161,159,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10280,"10280",8843,1359,6020,1090,150,195,101,161,2101,924,0,19,81,96,390,316,129,182,261,266
86000US10282,"10282",6450,846,4813,743,137,177,0,19,885,384,0,19,0,19,615,398,72,85,543,394
86000US10301,"10301",40331,2522,20742,1687,8686,1171,319,245,3143,686,5,10,2919,632,4517,1098,2638,869,1879,674
86000US10302,"10302",18567,1634,7500,1098,4222,925,204,305,1063,329,19,31,3172,1009,2387,755,1969,693,418,221
86000US10303,"10303",27083,1682,9093,1287,8770,1073,79,59,2650,671,0,25,2785,645,3706,977,2528,772,1178,494
86000US10304,"10304",44864,2694,20256,1911,12279,1518,334,307,5599,885,39,55,3606,976,2751,693,1880,660,871,337
86000US10305,"10305",42211,2271,27671,2018,2004,425,68,84,8503,1175,14,24,1531,451,2420,677,1433,525,987,382
86000US10306,"10306",56232,2713,40634,2393,2239,879,89,133,7846,938,92,141,1207,427,4125,989,1972,752,2153,605
86000US10307,"10307",14755,1440,13384,1298,10,11,0,21,324,220,14,23,186,163,837,439,604,407,233,203
86000US10308,"10308",30075,2150,25790,2017,214,210,26,38,2074,808,0,28,632,307,1339,614,860,529,479,346
86000US10309,"10309",34740,2229,30814,2167,171,125,64,82,1430,484,0,28,1228,456,1033,472,784,494,249,162
86000US10310,"10310",26239,2171,13637,1565,6126,1018,172,203,1379,519,0,25,2254,719,2671,564,1830,563,841,302
86000US10311,"10311",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10312,"10312",63473,2814,52520,2569,623,325,67,66,5507,1037,0,31,1121,453,3635,1315,3039,1232,596,334
86000US10314,"10314",94355,2807,64293,2798,3326,600,365,206,16998,1465,0,31,2995,754,6378,1126,4226,913,2152,582
86000US10451,"10451",51311,2999,6985,1690,23231,2085,234,190,713,405,293,450,14982,2098,4873,1103,2611,818,2262,892
86000US10452,"10452",78624,3253,10687,1782,28025,2718,758,349,868,326,64,291,28097,2778,10125,1580,7068,1509,3057,820
86000US10453,"10453",80385,3125,9782,1662,26072,1973,1214,711,1265,524,285,253,30176,2665,11591,1795,7137,1252,4454,1094
86000US10454,"10454",41073,2161,5379,1093,13083,1593,959,642,180,157,374,278,17071,2026,4027,1166,2711,967,1316,557
86000US10455,"10455",44380,2803,5102,976,13232,1491,543,343,708,362,87,135,18769,2296,5939,1541,4937,1507,1002,321
86000US10456,"10456",88575,4052,11426,1973,41499,2649,1243,551,627,286,0,31,23818,3036,9962,2002,6917,1820,3045,1093
86000US10457,"10457",79817,3759,11647,1769,34138,2497,876,465,378,205,85,104,20878,1831,11815,2618,9743,2443,2072,769
86000US10458,"10458",82678,3681,9276,1033,15287,1831,1053,701,2760,642,10,19,47558,3216,6734,1178,4623,1058,2111,600
86000US10459,"10459",51964,3001,5605,1120,17702,2205,327,226,154,116,28,46,21107,2063,7041,1506,5711,1424,1330,561
86000US10460,"10460",59852,2741,8055,1326,20942,1981,623,325,962,385,28,46,18683,2069,10559,1625,8381,1517,2178,534
86000US10461,"10461",50868,2160,21074,1615,5029,1052,487,332,6646,958,0,31,13318,2102,4314,917,3131,808,1183,442
86000US10462,"10462",77230,2809,12991,1121,19601,1945,776,444,12945,1352,0,31,24277,2185,6640,1099,4416,828,2224,694
86000US10463,"10463",70296,2985,29139,2293,10914,1646,1097,452,2738,611,0,31,17487,1743,8921,1419,5710,1200,3211,742
86000US10464,"10464",4292,801,3293,732,66,77,0,13,105,57,0,13,599,397,229,226,203,220,26,43
86000US10465,"10465",46311,2368,22150,1380,7193,1271,57,51,2286,857,126,195,8549,1279,5950,1613,4464,1380,1486,788
86000US10466,"10466",72273,3432,6019,1217,46408,3038,346,225,1872,785,10,22,12899,2050,4719,1060,3574,983,1145,608
86000US10467,"10467",98713,3929,18732,1832,31581,2045,1062,478,6256,911,38,61,30846,2798,10198,1552,6954,1249,3244,920
86000US10468,"10468",81397,3732,10404,1607,19491,2341,734,574,1873,580,249,266,37980,3433,10666,1742,8689,1641,1977,721
86000US10469,"10469",71862,3122,11105,1192,39587,2882,546,209,4033,848,10,16,11757,1884,4824,977,3942,926,882,372
86000US10470,"10470",15390,966,6679,805,5332,933,188,139,312,205,0,21,1856,505,1023,411,456,230,567,347
86000US10471,"10471",22888,1499,13205,947,2340,548,116,94,910,272,0,25,3101,657,3216,1057,1844,952,1372,415
86000US10472,"10472",65283,2415,5317,990,17450,1621,773,457,5656,1088,39,90,31646,2083,4402,957,3153,850,1249,436
86000US10473,"10473",60087,2488,10307,1323,22716,1997,353,256,1361,531,0,31,18953,2026,6397,1271,4085,1015,2312,840
86000US10474,"10474",11280,1344,1074,443,3674,692,93,72,52,74,0,21,4707,800,1680,854,1428,879,252,198
86000US10475,"10475",43517,3448,3899,1084,27844,2795,204,188,1014,587,0,28,6899,2183,3657,1235,1876,995,1781,865
86000US10501,"10501",1416,545,1394,544,0,13,0,13,0,13,0,13,0,13,22,25,8,13,14,21
86000US10502,"10502",5745,247,4084,335,250,170,0,19,711,182,0,19,164,142,536,311,83,69,453,319
86000US10503,"10503",94,55,94,55,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10504,"10504",8047,500,6480,555,110,107,0,19,387,115,0,19,563,313,507,273,193,184,314,155
86000US10505,"10505",1132,266,846,242,9,13,0,13,94,83,0,13,74,63,109,62,62,58,47,43
86000US10506,"10506",6340,692,5474,666,100,117,0,19,97,80,0,19,349,335,320,194,180,110,140,159
86000US10507,"10507",6403,762,3569,646,612,237,6,10,675,471,0,19,795,543,746,460,601,434,145,70
86000US10509,"10509",19832,881,14638,935,520,196,8,13,646,191,0,21,2844,728,1176,520,863,445,313,231
86000US10510,"10510",10435,604,8316,664,178,109,0,21,704,261,0,21,279,135,958,293,688,274,270,106
86000US10511,"10511",2281,365,1578,205,129,143,6,11,109,177,0,13,175,110,284,211,207,220,77,92
86000US10512,"10512",24256,890,19276,1034,917,332,82,49,381,155,14,22,2167,538,1419,422,1031,379,388,179
86000US10514,"10514",12867,1135,9925,1133,440,343,0,21,1507,331,3,9,200,166,792,357,560,338,232,140
86000US10516,"10516",5585,411,5066,363,208,228,2,3,60,34,0,19,59,40,190,88,95,58,95,74
86000US10517,"10517",417,162,289,118,14,16,0,13,33,32,0,13,29,58,52,83,52,83,0,13
86000US10518,"10518",830,318,685,273,0,13,0,13,83,102,0,13,62,108,0,13,0,13,0,13
86000US10519,"10519",122,197,0,13,0,13,0,13,122,197,0,13,0,13,0,13,0,13,0,13
86000US10520,"10520",12662,506,10368,564,577,313,2,5,396,172,0,21,695,382,624,205,331,168,293,133
86000US10522,"10522",11508,51,8197,640,288,122,0,21,1397,593,0,21,777,388,849,279,302,134,547,234
86000US10523,"10523",9389,552,3357,657,2491,417,80,83,892,332,0,19,1896,617,673,325,395,272,278,161
86000US10524,"10524",4344,382,3776,387,97,85,0,13,70,37,0,13,187,135,214,137,71,49,143,124
86000US10526,"10526",1939,406,1642,367,12,21,0,13,187,152,0,13,24,29,74,93,13,20,61,90
86000US10527,"10527",608,204,481,157,35,34,0,13,0,13,0,13,92,139,0,13,0,13,0,13
86000US10528,"10528",13352,1080,10368,1190,490,473,0,21,1315,416,0,21,556,268,623,268,420,239,203,106
86000US10530,"10530",14090,1247,9651,1208,1211,384,2,3,1548,386,0,21,620,279,1058,315,675,301,383,158
86000US10532,"10532",5040,445,4480,451,96,70,0,19,280,140,0,19,123,124,61,50,44,44,17,21
86000US10533,"10533",7388,298,5702,664,73,86,0,19,642,339,0,19,177,171,794,495,328,236,466,380
86000US10535,"10535",214,194,140,113,0,13,0,13,0,13,0,13,74,148,0,13,0,13,0,13
86000US10536,"10536",10797,1080,9182,1083,202,141,36,53,520,263,0,21,84,49,773,415,335,169,438,368
86000US10537,"10537",2961,598,1957,503,396,250,0,13,301,233,0,13,0,13,307,114,167,143,140,118
86000US10538,"10538",17605,551,14284,856,654,536,65,79,855,334,0,21,333,212,1414,449,808,336,606,260
86000US10540,"10540",114,18,56,34,27,24,0,13,1,3,0,13,23,30,7,15,0,13,7,15
86000US10541,"10541",26116,903,21598,1021,293,180,44,47,510,225,0,25,2117,668,1554,533,1005,347,549,314
86000US10542,"10542",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10543,"10543",21281,560,15014,1300,908,337,113,89,953,338,24,37,2637,1111,1632,569,1175,511,457,214
86000US10545,"10545",203,168,144,179,13,35,0,13,11,21,0,13,35,56,0,13,0,13,0,13
86000US10546,"10546",1022,337,735,228,2,5,0,13,213,250,0,13,0,13,72,80,61,78,11,17
86000US10547,"10547",7665,1109,4931,771,1179,816,5,8,326,288,0,19,564,375,660,370,384,275,276,249
86000US10548,"10548",4446,696,3279,493,311,169,0,13,25,22,0,13,295,249,536,358,513,356,23,26
86000US10549,"10549",15800,923,11423,1178,802,357,0,21,578,259,0,21,2097,841,900,387,601,347,299,188
86000US10550,"10550",40073,1474,3467,732,28663,1878,380,239,448,250,0,28,3603,973,3512,957,2805,919,707,279
86000US10552,"10552",22099,1560,8011,774,8888,1171,69,81,884,332,0,25,3015,932,1232,488,406,164,826,474
86000US10553,"10553",10526,1430,1162,961,7916,1201,0,21,43,45,0,21,853,398,552,379,346,293,206,185
86000US10560,"10560",4975,205,4444,304,44,33,0,13,125,107,0,13,139,126,223,127,164,99,59,85
86000US10562,"10562",33538,884,18518,1481,3552,709,81,70,1647,430,0,28,6530,1159,3210,851,2541,860,669,219
86000US10566,"10566",25401,46,10965,1108,5073,1064,204,246,498,257,0,25,5353,1216,3308,763,2276,779,1032,484
86000US10567,"10567",20069,950,13831,1062,1822,563,12,19,854,241,13,25,1184,481,2353,525,1478,458,875,349
86000US10570,"10570",13168,635,10792,776,568,360,0,21,650,251,0,21,569,383,589,178,205,114,384,142
86000US10573,"10573",41139,79,20313,1609,2483,852,291,269,1650,532,0,28,11218,1575,5184,1200,4355,1233,829,580
86000US10576,"10576",4927,278,4376,342,140,129,0,13,127,79,0,13,139,140,145,77,69,44,76,53
86000US10577,"10577",6145,542,4364,533,577,132,20,23,363,276,0,19,258,105,563,231,295,193,268,131
86000US10578,"10578",1788,1168,498,192,48,76,0,13,355,342,0,13,887,997,0,13,0,13,0,13
86000US10579,"10579",8171,538,7007,550,205,188,56,101,114,176,0,19,243,138,546,255,272,180,274,163
86000US10580,"10580",18077,325,14503,627,338,156,21,35,1336,445,0,21,418,207,1461,467,764,368,697,293
86000US10583,"10583",41107,1618,27607,1313,1211,446,53,46,7990,950,0,28,1683,704,2563,526,1417,487,1146,223
86000US10588,"10588",3296,817,2630,856,49,43,0,13,456,411,0,13,130,185,31,58,0,13,31,58
86000US10589,"10589",7159,770,6655,757,41,36,34,58,210,139,0,19,73,80,146,104,115,93,31,42
86000US10590,"10590",7407,491,6485,487,111,101,19,25,250,100,0,19,108,107,434,213,109,93,325,186
86000US10591,"10591",23912,615,14181,1119,986,402,112,171,1369,491,0,25,4056,1000,3208,999,2170,834,1038,462
86000US10594,"10594",5565,800,4704,908,16,20,0,19,345,246,0,19,355,272,145,147,138,147,7,10
86000US10595,"10595",7213,577,5064,574,801,233,56,39,466,251,0,19,380,160,446,238,332,224,114,70
86000US10596,"10596",796,296,503,197,60,65,0,13,1,2,0,13,24,38,208,174,86,74,122,116
86000US10597,"10597",642,244,481,198,0,13,0,13,13,20,0,13,111,154,37,38,0,13,37,38
86000US10598,"10598",29066,1083,23370,1292,1771,797,6,11,1257,388,49,77,1170,646,1443,457,1076,439,367,182
86000US10601,"10601",11193,804,5499,738,1709,367,117,147,1293,370,0,21,1987,519,588,214,370,182,218,92
86000US10603,"10603",19239,1686,8112,1213,4451,878,40,38,1206,393,14,22,3243,1121,2173,834,1809,825,364,162
86000US10604,"10604",11799,1326,7944,1101,973,432,0,21,286,120,0,21,1320,661,1276,470,814,340,462,266
86000US10605,"10605",19800,1291,13874,1116,1709,609,0,21,1249,331,0,21,1683,672,1285,392,578,231,707,311
86000US10606,"10606",16429,1529,6527,947,2603,868,5,9,1414,352,16,26,3893,808,1971,588,1668,546,303,182
86000US10607,"10607",6764,922,2379,469,1793,334,9,16,756,216,0,19,1477,640,350,146,167,104,183,132
86000US10701,"10701",68032,2916,22598,1871,16367,1727,657,390,2125,497,0,31,17472,2043,8813,2181,6438,2046,2375,847
86000US10703,"10703",23565,2257,10892,1502,4610,1911,36,36,805,420,9,19,4412,1015,2801,1098,2348,1103,453,229
86000US10704,"10704",32438,1844,19298,1840,2972,771,31,36,2323,689,0,28,4095,1013,3719,1641,2807,1407,912,479
86000US10705,"10705",38861,2626,11679,1304,8289,2023,346,272,1813,622,0,28,11755,1850,4979,1091,3929,999,1050,460
86000US10706,"10706",9068,338,7472,330,98,49,0,19,658,315,0,19,252,132,588,186,316,171,272,123
86000US10707,"10707",10209,493,6891,786,413,228,0,21,1204,494,0,21,864,667,837,356,593,353,244,164
86000US10708,"10708",22595,1355,16982,1052,1567,627,17,21,1011,296,6,11,1193,419,1819,388,1019,356,800,181
86000US10709,"10709",10085,766,8390,855,121,114,0,21,997,333,0,21,70,82,507,248,306,215,201,135
86000US10710,"10710",26099,1981,11340,948,4958,817,413,251,3446,719,0,25,3723,1524,2219,573,1549,474,670,276
86000US10801,"10801",41724,1735,16228,1299,10743,1632,301,209,2591,750,0,28,6683,1317,5178,1218,4037,1271,1141,298
86000US10803,"10803",13283,374,9904,733,939,424,0,21,894,257,0,21,267,185,1279,392,844,352,435,213
86000US10804,"10804",15036,1148,11589,1008,1716,651,0,21,713,359,0,21,238,199,780,330,635,312,145,84
86000US10805,"10805",20736,1616,9888,1707,3039,664,179,182,1210,406,0,25,4872,1164,1548,681,1195,652,353,195
86000US10901,"10901",25498,1217,19015,1517,2543,832,197,181,1169,358,0,25,1203,472,1371,358,733,277,638,228
86000US10910,"10910",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10911,"10911",12,18,6,9,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10913,"10913",5286,540,4298,500,182,105,0,19,262,135,0,19,82,53,462,198,241,165,221,115
86000US10914,"10914",384,296,312,314,0,13,0,13,0,13,0,13,0,13,72,112,0,13,72,112
86000US10915,"10915",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10916,"10916",4445,447,3617,472,24,32,0,13,85,62,0,13,212,173,507,322,444,319,63,51
86000US10917,"10917",1969,485,917,317,72,93,0,13,201,167,0,13,739,471,40,47,0,13,40,47
86000US10918,"10918",12152,835,9002,1002,627,409,33,57,625,370,0,21,1045,434,820,337,437,283,383,221
86000US10919,"10919",1256,460,642,294,24,42,0,13,59,71,0,13,64,92,467,363,436,361,31,39
86000US10920,"10920",8605,908,5770,827,234,173,0,19,1034,224,0,19,402,255,1165,410,897,416,268,186
86000US10921,"10921",4268,343,3190,402,273,174,161,143,68,51,14,18,205,127,357,211,257,195,100,64
86000US10922,"10922",1289,425,976,432,97,152,48,66,93,145,0,13,14,23,61,66,61,66,0,13
86000US10923,"10923",8419,747,4037,784,1194,435,0,19,472,290,0,19,1663,519,1053,666,743,460,310,249
86000US10924,"10924",13965,392,11102,606,497,174,11,15,380,229,99,148,952,403,924,293,581,261,343,174
86000US10925,"10925",4466,391,3629,613,76,76,65,76,180,175,0,13,39,51,477,382,453,392,24,41
86000US10926,"10926",3909,556,2162,371,529,225,45,71,345,212,0,13,565,446,263,128,168,94,95,91
86000US10927,"10927",12286,103,3636,540,2573,715,82,83,393,247,0,21,3251,690,2351,705,1646,549,705,401
86000US10928,"10928",5208,495,2544,431,909,480,0,19,238,181,0,19,481,301,1036,479,608,273,428,332
86000US10930,"10930",10326,719,7189,973,847,474,37,58,936,569,0,21,115,85,1202,558,1064,543,138,117
86000US10931,"10931",1131,309,444,110,176,108,55,39,62,83,0,13,312,204,82,88,54,83,28,20
86000US10932,"10932",43,48,26,37,0,13,0,13,0,13,0,13,17,30,0,13,0,13,0,13
86000US10933,"10933",401,245,401,245,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10940,"10940",51853,1228,24533,1552,11413,1674,402,313,2127,573,71,69,7841,1424,5466,1057,2881,667,2585,876
86000US10941,"10941",14502,871,7883,873,2835,658,196,129,813,332,0,21,860,350,1915,533,1300,539,615,333
86000US10950,"10950",63011,1258,54521,1608,1819,527,205,237,873,335,0,31,3027,990,2566,689,1559,504,1007,376
86000US10952,"10952",47509,2238,41852,1935,3314,794,0,28,491,256,31,51,652,363,1169,463,655,375,514,342
86000US10953,"10953",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10954,"10954",27587,1835,15963,1671,3241,738,15,25,3362,600,0,25,2591,880,2415,913,1521,516,894,721
86000US10956,"10956",30738,1564,20143,1104,2535,613,79,62,3937,525,0,28,1641,779,2403,799,1733,780,670,213
86000US10958,"10958",2925,411,2138,383,431,173,0,13,18,16,0,13,74,61,264,239,201,237,63,53
86000US10960,"10960",14222,744,8783,713,2865,501,0,21,710,257,7,31,501,268,1356,320,748,242,608,236
86000US10962,"10962",5125,722,3080,703,303,247,0,19,930,198,0,19,279,196,533,145,409,115,124,102
86000US10963,"10963",4347,349,2878,398,676,206,17,17,196,94,0,13,212,126,368,205,207,183,161,108
86000US10964,"10964",1525,388,1190,333,89,78,5,8,201,200,0,13,30,44,10,25,10,25,0,13
86000US10965,"10965",15666,1169,12333,1082,183,111,176,228,668,287,0,21,1993,977,313,187,99,85,214,171
86000US10968,"10968",2474,393,1954,354,208,195,0,13,229,164,0,13,55,85,28,29,14,21,14,20
86000US10969,"10969",999,339,901,306,0,13,0,13,8,16,0,13,90,113,0,13,0,13,0,13
86000US10970,"10970",11571,889,6173,1149,1652,531,1,3,1142,616,0,21,1630,626,973,455,346,187,627,449
86000US10973,"10973",2388,419,1672,362,132,160,59,59,61,36,0,13,76,80,388,220,206,130,182,147
86000US10974,"10974",3335,145,2460,276,179,120,124,151,142,100,0,13,138,87,292,125,147,76,145,103
86000US10975,"10975",246,197,73,43,173,208,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10976,"10976",2056,365,1467,295,182,94,0,13,218,148,0,13,60,50,129,106,29,76,100,72
86000US10977,"10977",70555,2386,42725,2562,12908,1321,18,24,1876,617,0,31,9314,1700,3714,1233,1852,749,1862,1010
86000US10979,"10979",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10980,"10980",13702,462,10282,699,1598,503,0,21,368,235,0,21,769,385,685,246,423,194,262,150
86000US10983,"10983",5670,638,4436,504,105,81,0,19,582,177,0,19,332,374,215,94,108,75,107,64
86000US10984,"10984",3079,525,2135,481,357,264,0,13,121,145,0,13,280,165,186,131,99,118,87,67
86000US10985,"10985",42,46,42,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US10986,"10986",1529,438,1294,408,66,75,0,13,42,69,0,13,79,127,48,41,41,39,7,13
86000US10987,"10987",3809,196,2929,270,289,159,0,13,59,46,0,13,267,196,265,151,77,44,188,148
86000US10988,"10988",683,265,568,252,33,56,0,13,0,13,0,13,16,21,66,53,37,30,29,44
86000US10989,"10989",8651,1145,5963,980,684,226,0,19,1155,384,0,19,102,103,747,436,678,441,69,82
86000US10990,"10990",20527,780,17959,855,751,255,22,34,265,157,0,25,748,312,782,319,347,216,435,227
86000US10992,"10992",10284,949,6940,631,963,366,10,16,98,83,0,21,1313,801,960,348,759,329,201,129
86000US10993,"10993",4738,610,2246,368,696,355,83,83,144,133,0,13,884,509,685,434,606,430,79,92
86000US10994,"10994",6357,889,4204,673,610,542,0,19,856,307,0,19,355,314,332,183,260,174,72,85
86000US10996,"10996",6386,469,4730,537,388,147,9,15,272,169,7,13,231,115,749,273,126,101,623,241
86000US10998,"10998",3548,376,2964,387,201,156,0,13,0,13,0,13,67,56,316,176,274,168,42,42
86000US11001,"11001",26138,962,14626,808,1548,447,226,136,6433,814,0,25,1737,526,1568,405,1221,365,347,148
86000US11003,"11003",47515,2521,8692,1279,20960,2037,228,206,7767,1443,0,28,5982,1353,3886,1353,2601,1275,1285,448
86000US11004,"11004",15702,1660,4304,645,850,491,0,21,8129,1385,1,3,1342,804,1076,313,745,294,331,201
86000US11005,"11005",2175,395,2109,392,0,13,0,13,66,57,0,13,0,13,0,13,0,13,0,13
86000US11010,"11010",25751,1885,18165,1508,864,428,104,122,2810,814,0,25,2074,925,1734,543,1220,429,514,265
86000US11020,"11020",6145,851,2418,549,1037,777,0,19,2437,403,0,19,40,41,213,155,128,125,85,59
86000US11021,"11021",19623,795,12445,906,314,121,162,185,5183,650,0,21,909,428,610,230,296,147,314,156
86000US11023,"11023",9699,1081,7679,1010,8,8,0,19,1343,488,0,19,362,267,307,125,143,97,164,78
86000US11024,"11024",9105,942,7652,963,113,129,0,19,303,149,5,10,886,731,146,155,0,19,146,155
86000US11030,"11030",17168,1029,12126,1043,240,145,0,21,3582,506,3,4,444,234,773,241,297,147,476,195
86000US11040,"11040",42140,1839,18918,1353,445,185,435,335,18078,1510,0,28,1991,880,2273,509,1479,455,794,344
86000US11042,"11042",317,8,211,61,82,48,0,13,12,18,0,13,7,13,5,11,5,11,0,13
86000US11050,"11050",31920,1320,23590,1229,450,210,69,78,3485,643,0,28,2398,804,1928,570,1256,547,672,227
86000US11096,"11096",9567,1378,3993,854,1629,603,12,19,787,644,0,19,2696,1024,450,270,399,233,51,57
86000US11101,"11101",34279,1987,13333,1177,3737,585,261,173,9720,1378,17,25,3570,890,3641,728,1854,467,1787,545
86000US11102,"11102",27069,1511,14301,1134,2035,463,199,112,4320,637,0,25,3757,779,2457,536,1490,481,967,251
86000US11103,"11103",34752,1636,21080,1275,923,227,95,73,4684,922,0,28,3898,604,4072,1022,2534,804,1538,528
86000US11104,"11104",26939,1725,12742,965,847,351,95,80,7264,1104,9,19,2023,471,3959,935,2786,906,1173,308
86000US11105,"11105",38756,1845,26181,1729,1693,481,230,171,3375,620,0,28,2932,782,4345,789,2777,740,1568,396
86000US11106,"11106",40198,2320,19475,1520,3027,684,194,140,7889,966,22,27,5304,1233,4287,1004,2359,699,1928,652
86000US11109,"11109",7280,1336,3975,877,91,95,0,19,2400,895,0,19,129,102,685,338,177,113,508,312
86000US11201,"11201",69755,2608,42394,1655,8399,1017,132,107,9960,1143,0,31,2461,843,6409,1171,3047,956,3362,582
86000US11203,"11203",78506,2674,4399,737,64474,2544,110,84,1462,354,22,36,2242,630,5797,1072,4671,1033,1126,348
86000US11204,"11204",80575,3431,44660,2701,658,240,800,453,24763,2132,14,20,6315,1422,3365,756,1106,407,2259,636
86000US11205,"11205",50319,2405,28236,2242,11640,1370,279,232,3781,578,10,20,2863,871,3510,560,1336,342,2174,489
86000US11206,"11206",89949,3787,39368,2919,20210,2176,1140,455,5785,965,198,273,14992,1894,8256,1390,5990,1255,2266,512
86000US11207,"11207",96801,3579,12169,1576,58936,2945,161,104,1440,368,1,3,16061,2166,8033,1351,5058,886,2975,995
86000US11208,"11208",108180,4765,18676,2132,52901,3543,76,122,8740,1470,256,188,20559,2349,6972,1550,5171,1343,1801,664
86000US11209,"11209",71812,2099,48145,1970,2427,756,592,320,9712,982,33,23,5476,833,5427,756,2970,609,2457,562
86000US11210,"11210",63426,2543,19245,1560,33680,2214,84,62,3658,765,0,31,3126,872,3633,796,2489,745,1144,308
